# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210361
UNGROUPED|s__Butyricimonas_virosa.t__SGB1784	1944.3375081881
UNGROUPED|s__Candidatus_Avimonas_narfia.t__SGB14941	118.1820383477
UNGROUPED|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	3241.3659228779
UNGROUPED|s__Christensenella_minuta.t__SGB14142	489.7266258134
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4269	860.6272775338
UNGROUPED|s__Clostridiaceae_bacterium.t__SGB4721	5524.2175663004
UNGROUPED|s__Clostridiales_Family_XIII_bacterium_BX16.t__SGB3957	1671.6487039421
UNGROUPED|s__Clostridiales_bacterium_KLE1615.t__SGB5090	555.6927062501
UNGROUPED|s__Clostridium_SGB4750.t__SGB4750	734.8741205792
UNGROUPED|s__Clostridium_fessum.t__SGB4705	3857.3222044228
UNGROUPED|s__Clostridium_leptum.t__SGB14853	754.8371169098
UNGROUPED|s__Clostridium_sp_AF34_10BH.t__SGB4914	3272.5366326145
UNGROUPED|s__Clostridium_sp_AM22_11AC.t__SGB4749	909.6456753325
UNGROUPED|s__Collinsella_aerofaciens.t__SGB14535_group	9123.3376200181
UNGROUPED|s__Collinsella_intestinalis.t__SGB14741	947.0130408427
UNGROUPED|s__Coprococcus_catus.t__SGB4670	1155.823177939
UNGROUPED|s__Coprococcus_comes.t__SGB4577	3085.817734425
UNGROUPED|s__Dialister_hominis.t__SGB5803_group	18917.1371315392
UNGROUPED|s__Dorea_formicigenerans.t__SGB4575	6720.7945672132
UNGROUPED|s__Dorea_longicatena.t__SGB4581	5247.2915474238
UNGROUPED|s__Dorea_longicatena.t__SGB4582	3982.8153054503
UNGROUPED|s__Dorea_phocaeensis.t__SGB4572	1619.1990531787999
UNGROUPED|s__Dorea_sp_AF24_7LB.t__SGB4571	5631.3686214165
UNGROUPED|s__Dorea_sp_AF36_15AT.t__SGB4552	967.6377186302
UNGROUPED|s__Dysosmobacter_sp_BX15.t__SGB15053	12548.6019306218
UNGROUPED|s__Dysosmobacter_welbionis.t__SGB15078	323.2820142551
UNGROUPED|s__Eggerthella_lenta.t__SGB14809	752.1534342118
UNGROUPED|s__Eisenbergiella_tayi.t__SGB4988	1027.7837077035
UNGROUPED|s__Enterocloster_bolteae.t__SGB4758	1009.39275322
UNGROUPED|s__Escherichia_coli.t__SGB10068	924.2077503975
UNGROUPED|s__Eubacteriaceae_bacterium.t__SGB3958	417.7676037187
UNGROUPED|s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB3978.t__SGB3978	1052.1871063423
UNGROUPED|s__Eubacterium_ramulus.t__SGB4960	6560.3846965931
UNGROUPED|s__Eubacterium_rectale.t__SGB4933	10494.4446821663
UNGROUPED|s__Eubacterium_ventriosum.t__SGB5045	1717.6101452262
UNGROUPED|s__Faecalibacillus_intestinalis.t__SGB6754	8121.0376724629
UNGROUPED|s__Faecalibacterium_SGB15346.t__SGB15346	3009.5214137005
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15316	4504.167030423
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15317	1923.4972497013
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15318	15174.8627486512
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15332	18695.0679062407
UNGROUPED|s__Faecalibacterium_prausnitzii.t__SGB15342	6067.8673595459
UNGROUPED|s__Firmicutes_bacterium_AF16_15.t__SGB4993	1424.3206839379
UNGROUPED|s__Flavonifractor_plautii.t__SGB15132	749.8812913059
UNGROUPED|s__Fusicatenibacter_saccharivorans.t__SGB4874	8041.2004860068
UNGROUPED|s__GGB2653_SGB3574.t__SGB3574	590.2362743613
UNGROUPED|s__GGB2848_SGB3813.t__SGB3813	115.8477095488
UNGROUPED|s__GGB2980_SGB3962.t__SGB3962	386.1299427009
UNGROUPED|s__GGB2987_SGB3969.t__SGB3969	362.3740822433
UNGROUPED|s__GGB3061_SGB4063.t__SGB4063	109.6839385364
UNGROUPED|s__GGB3109_SGB4121.t__SGB4121	1208.4594448075
UNGROUPED|s__GGB3345_SGB4425.t__SGB4425_group	3273.7206665929
UNGROUPED|s__GGB3363_SGB4447.t__SGB4447	281.3781627949
UNGROUPED|s__GGB3818_SGB5183.t__SGB5183	664.1913899629
UNGROUPED|s__GGB4552_SGB6276.t__SGB6276	2298.3705051292
UNGROUPED|s__GGB51959_SGB72479.t__SGB72479	362.3734453314
UNGROUPED|s__GGB9480_SGB14874.t__SGB14874	14117.320235182
UNGROUPED|s__GGB9491_SGB14888.t__SGB14888	242.9001466024
UNGROUPED|s__GGB9534_SGB14937.t__SGB14937	403.1494115015
UNGROUPED|s__GGB9581_SGB14999.t__SGB14999	1883.8962122922
UNGROUPED|s__GGB9642_SGB15119.t__SGB15119	1209.4609055246
UNGROUPED|s__GGB9699_SGB15216.t__SGB15216	1617.0301908227
UNGROUPED|s__GGB9715_SGB15260.t__SGB15260	3011.7963579555
UNGROUPED|s__GGB9730_SGB15291.t__SGB15291	8240.1246439413
UNGROUPED|s__GGB9758_SGB15368.t__SGB15368	1235.6036359882
UNGROUPED|s__GGB9760_SGB15373.t__SGB15373	363.4779447994
UNGROUPED|s__GGB9760_SGB15374.t__SGB15374	433.7817841526
UNGROUPED|s__GGB9813_SGB15447.t__SGB15447	2727.3476961201
UNGROUPED|s__Gemmiger_formicilis.t__SGB15300	28420.8567367956
UNGROUPED|s__Gordonibacter_pamelaeae.t__SGB14807	770.7122740002
UNGROUPED|s__Holdemanella_porci.t__SGB6796	6189.9318818434
UNGROUPED|s__Holdemania_filiformis.t__SGB4046	1075.0421795304
UNGROUPED|s__Hungatella_hathewayi.t__SGB4741	1549.1891259524
UNGROUPED|s__Hydrogenoanaerobacterium_SGB53821.t__SGB53821	420.4524883644
UNGROUPED|s__Intestinimonas_butyriciproducens.t__SGB15126	3382.0393823853
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4781	1038.0982417065
UNGROUPED|s__Lachnospiraceae_bacterium.t__SGB4782	647.5074313664
UNGROUPED|s__Lachnospiraceae_bacterium_Marseille_Q4251.t__SGB4780	1391.0625567827
UNGROUPED|s__Lacrimispora_amygdalina.t__SGB4716	315.786903433
UNGROUPED|s__Lactobacillus_johnsonii.t__SGB7041	617.7640829356
UNGROUPED|s__Ligilactobacillus_salivarius.t__SGB7082	840.5689955393
UNGROUPED|s__Mediterraneibacter_butyricigenes.t__SGB25493	1652.4974802787
UNGROUPED|s__Megamonas_funiformis.t__SGB6962	4656.0252555889
UNGROUPED|s__Megasphaera_sp_NM10.t__SGB5858	2117.7162437269
UNGROUPED|s__Mesosutterella_multiformis.t__SGB9272	355.3431645707
UNGROUPED|s__Negativibacillus_massiliensis.t__SGB14912	1946.3920620218
UNGROUPED|s__Odoribacter_sp_AF15_53.t__SGB1781	4754.6701798284
UNGROUPED|s__Odoribacter_splanchnicus.t__SGB1790	36343.7711134323
UNGROUPED|s__Oscillibacter_sp_ER4.t__SGB15254	18751.2245368965
UNGROUPED|s__Oscillospiraceae_bacterium_Marseille_Q3528.t__SGB4778	767.6857501432
UNGROUPED|s__Oxalobacter_formigenes.t__SGB9387	710.0753710871
UNGROUPED|s__Parabacteroides_distasonis.t__SGB1934	14965.4620227177
UNGROUPED|s__Parabacteroides_goldsteinii.t__SGB1941	1455.5007036072
UNGROUPED|s__Parabacteroides_merdae.t__SGB1949	18528.9836594545
UNGROUPED|s__Parasutterella_SGB9260.t__SGB9260	377.8806246755
UNGROUPED|s__Parasutterella_excrementihominis.t__SGB9262	264.4936811198
UNGROUPED|s__Phascolarctobacterium_faecium.t__SGB5792	3703.3615854757
UNGROUPED|s__Phocaeicola_coprocola.t__SGB1891	16481.8212215458
UNGROUPED|s__Phocaeicola_vulgatus.t__SGB1814	21258.950979564
UNGROUPED|s__Phocea_massiliensis.t__SGB14837	673.4200761736
UNGROUPED|s__Prevotella_copri_clade_A.t__SGB1626	25029.6331829135
UNGROUPED|s__Pyramidobacter_piscolens.t__SGB15497	3587.0834187561
UNGROUPED|s__Roseburia_hominis.t__SGB4936	2807.2613291629
UNGROUPED|s__Roseburia_inulinivorans.t__SGB4940	1770.9941022266
UNGROUPED|s__Roseburia_sp_AF02_12.t__SGB4938	820.3911588089001
UNGROUPED|s__Roseburia_sp_AM16_25.t__SGB4957	1087.3007050345
UNGROUPED|s__Ruminococcus_sp_AF13_28.t__SGB4834	10414.5994844814
UNGROUPED|s__Ruminococcus_torques.t__SGB4563	20841.7773861183
UNGROUPED|s__Ruthenibacterium_lactatiformans.t__SGB15271	260.5208859986
UNGROUPED|s__Streptococcus_parasanguinis.t__SGB8071	615.4074206651
UNGROUPED|s__Streptococcus_salivarius.t__SGB8007_group	3283.8020275892
UNGROUPED|s__Veillonella_parvula.t__SGB6939	325.0736087324
UNGROUPED|s__Veillonella_rogosae.t__SGB6956	240.3921433158
UNGROUPED|s__Vescimonas_coprocola.t__SGB15089	3979.0298474758
UNGROUPED|s__Waltera_intestinalis.t__SGB4910	2024.1665092413
UNGROUPED|unclassified	13257.8842055559
K00001	4.6430272043
K00001|s__Bifidobacterium_bifidum.t__SGB17256	3.3876081953
K00001|s__Megasphaera_sp_NM10.t__SGB5858	1.255419009
K00002	4.9204736442
K00002|s__Blautia_SGB4815.t__SGB4815	0.158936907
K00002|s__Blautia_massiliensis.t__SGB4826	1.2137000168
K00002|s__Blautia_obeum.t__SGB4809	0.0577952389
K00002|s__Blautia_obeum.t__SGB4810	0.1011416681
K00002|s__Blautia_obeum.t__SGB4811	2.6007857503
K00002|s__Blautia_sp_Marseille_P3087.t__SGB4813	0.4334642917
K00002|s__Blautia_wexlerae.t__SGB4831	0.1155904778
K00002|s__Ruminococcus_sp_AF13_28.t__SGB4834	0.2390592936
K00003	5.3352512448
K00003|s__Alistipes_finegoldii.t__SGB2301	1.7971301765
K00003|s__Alistipes_provencensis.t__SGB2298	0.6976321525
K00003|s__Alistipes_sp_D31t1_170403_E11.t__SGB2293	0.4302174735
K00003|s__Anaerostipes_hadrus.t__SGB4540_group	0.5415129479
K00003|s__Bifidobacterium_adolescentis.t__SGB17244_group	0.2426979435
K00003|s__Bifidobacterium_longum.t__SGB17248	0.358770873
K00003|s__Eggerthella_lenta.t__SGB14809	0.0108588852
K00003|s__Gordonibacter_pamelaeae.t__SGB14807	0.1411655075
K00003|s__Ligilactobacillus_salivarius.t__SGB7082	0.5848339837
K00003|s__Streptococcus_parasanguinis.t__SGB8071	0.2057749202
K00003|s__Veillonella_parvula.t__SGB6939	0.1188196158
K00003|s__Veillonella_rogosae.t__SGB6956	0.0540089163
K00003|unclassified	0.1518278492
K00005	13.2861593641
K00005|s__Anaerobutyricum_hallii.t__SGB4532	0.9091026645
K00005|s__Anaerobutyricum_soehngenii.t__SGB4537	0.3506538849
K00005|s__Collinsella_aerofaciens.t__SGB14535_group	7.3017013945
K00005|s__Dorea_sp_AF24_7LB.t__SGB4571	0.3636410658
K00005|s__Escherichia_coli.t__SGB10068	0.374261996
K00005|s__Intestinimonas_butyriciproducens.t__SGB15126	0.1737774957
K00005|s__Megasphaera_sp_NM10.t__SGB5858	0.9066898341
K00005|s__Streptococcus_parasanguinis.t__SGB8071	0.5881416344
K00005|s__Streptococcus_salivarius.t__SGB8007_group	2.0650306275
K00005|s__Veillonella_parvula.t__SGB6939	0.1598897474
K00005|s__Veillonella_rogosae.t__SGB6956	0.0932690193
K00008	1.1418549036
K00008|s__Anaerostipes_hadrus.t__SGB4540_group	0.3282974835
K00008|s__Enterocloster_bolteae.t__SGB4758	0.1415168911
K00008|s__Flavonifractor_plautii.t__SGB15132	0.1116632815
K00008|s__Intestinimonas_butyriciproducens.t__SGB15126	0.1395791019
K00008|unclassified	0.4207981456
K00009	3.355674725
K00009|s__Alistipes_finegoldii.t__SGB2301	1.5895296443
K00009|s__Anaerostipes_hadrus.t__SGB4540_group	0.1989882494
K00009|s__Christensenella_minuta.t__SGB14142	0.2095221898
K00009|s__Escherichia_coli.t__SGB10068	0.3327705368
K00009|s__Eubacterium_ramulus.t__SGB4960	0.2114250149
K00009|s__Ligilactobacillus_salivarius.t__SGB7082	0.8134390898
K00010	5.5898876086
K00010|s__Alistipes_sp_D31t1_170403_E11.t__SGB2293	0.6120685401
K00010|s__Anaerostipes_hadrus.t__SGB4540_group	0.2839823662
K00010|s__Bifidobacterium_bifidum.t__SGB17256	4.6938367023
K00012	8.6554375548
K00012|s__Alistipes_finegoldii.t__SGB2301	1.7773152177
K00012|s__Alistipes_provencensis.t__SGB2298	0.8019584219
K00012|s__Alistipes_sp_D31t1_170403_E11.t__SGB2293	0.3060104505
K00012|s__Bacteroides_cellulosilyticus.t__SGB1844	0.2644814312
K00012|s__Bacteroides_congonensis.t__SGB1878	0.084634058
K00012|s__Bacteroides_fragilis.t__SGB1855	0.8569198371
K00012|s__Bacteroides_thetaiotaomicron.t__SGB1861	0.4326354644
K00012|s__Escherichia_coli.t__SGB10068	0.1210691031
K00012|s__Ligilactobacillus_salivarius.t__SGB7082	0.3578899367
K00012|s__Megasphaera_sp_NM10.t__SGB5858	0.4600625917
K00012|s__Parabacteroides_distasonis.t__SGB1934	2.7929330023
K00012|s__Veillonella_parvula.t__SGB6939	0.3389934886
K00012|s__Veillonella_rogosae.t__SGB6956	0.0605345515
K00013	78.6245744409
K00013|s__Akkermansia_muciniphila.t__SGB9228	20.7173764713
K00013|s__Alistipes_sp_D31t1_170403_E11.t__SGB2293	0.4835375425
K00013|s__Bacteroides_caccae.t__SGB1877	3.1299543642
K00013|s__Bacteroides_cellulosilyticus.t__SGB1844	0.6424141636
K00013|s__Bacteroides_congonensis.t__SGB1878	0.9112898271000001
K00013|s__Bacteroides_finegoldii.t__SGB1862	0.0760121964
K00013|s__Bacteroides_fragilis.t__SGB1855	1.1696679675
K00013|s__Bacteroides_intestinalis.t__SGB1846	0.5008325053
K00013|s__Bacteroides_nordii.t__SGB1858	0.043207133
K00013|s__Bacteroides_ovatus.t__SGB1871	0.0324053498
K00013|s__Bacteroides_thetaiotaomicron.t__SGB1861	0.1194477371
K00013|s__Bacteroides_xylanisolvens.t__SGB1867	1.479844306
K00013|s__Bifidobacterium_adolescentis.t__SGB17244_group	0.0787529373
K00013|s__Bifidobacterium_bifidum.t__SGB17256	6.4535163252
K00013|s__Bifidobacterium_longum.t__SGB17248	0.5493240747
K00013|s__Blautia_SGB4815.t__SGB4815	0.1175829849
K00013|s__Blautia_obeum.t__SGB4809	0.1909182655
K00013|s__Blautia_obeum.t__SGB4810	0.1710297963
K00013|s__Blautia_obeum.t__SGB4811	1.8599490345
K00013|s__Blautia_sp_Marseille_P3087.t__SGB4813	0.0962042604
K00013|s__Coprococcus_catus.t__SGB4670	0.2256508532
K00013|s__Dorea_phocaeensis.t__SGB4572	0.9829622762
K00013|s__Escherichia_coli.t__SGB10068	0.2036277036
K00013|s__Eubacterium_ramulus.t__SGB4960	3.3182247254
K00013|s__Faecalibacterium_SGB15346.t__SGB15346	0.4366637624
K00013|s__Faecalibacterium_prausnitzii.t__SGB15316	0.2189135825
K00013|s__Faecalibacterium_prausnitzii.t__SGB15317	0.6768288318
K00013|s__Faecalibacterium_prausnitzii.t__SGB15318	4.4195662737
K00013|s__Faecalibacterium_prausnitzii.t__SGB15332	6.7246219413
K00013|s__Faecalibacterium_prausnitzii.t__SGB15342	1.1789921585
K00013|s__Odoribacter_splanchnicus.t__SGB1790	10.5874130635
K00013|s__Parabacteroides_distasonis.t__SGB1934	2.7981294315
K00013|s__Phascolarctobacterium_faecium.t__SGB5792	1.9238350453
K00013|s__Roseburia_hominis.t__SGB4936	0.3402887923
K00013|s__Ruminococcus_torques.t__SGB4563	3.2751308978
K00013|s__Streptococcus_salivarius.t__SGB8007_group	1.8525847557
K00013|s__Veillonella_parvula.t__SGB6939	0.1091659406
K00013|s__Veillonella_rogosae.t__SGB6956	0.1200825347
K00013|unclassified	0.4086246281
K00014	38.9718663993
K00014|s__Alistipes_finegoldii.t__SGB2301	1.4856761686
K00014|s__Alistipes_sp_D31t1_170403_E11.t__SGB2293	0.570834449
K00014|s__Anaerostipes_hadrus.t__SGB4540_group	0.5085901525
K00014|s__Bacteroides_caccae.t__SGB1877	3.6685962803
K00014|s__Bacteroides_cellulosilyticus.t__SGB1844	0.9274541158
K00014|s__Bacteroides_congonensis.t__SGB1878	0.0824403658
K00014|s__Bacteroides_finegoldii.t__SGB1862	0.0618302744
K00014|s__Bacteroides_intestinalis.t__SGB1846	0.1442706402
K00014|s__Bacteroides_ovatus.t__SGB1871	0.4328119207
K00014|s__Bacteroides_stercoris.t__SGB1830	8.0997659447
K00014|s__Bacteroides_thetaiotaomicron.t__SGB1861	1.0098944816
K00014|s__Bacteroides_uniformis.t__SGB1836	6.2448922358
K00014|s__Bacteroides_xylanisolvens.t__SGB1867	2.9678531706
K00014|s__Bifidobacterium_bifidum.t__SGB17256	5.0031507175
K00014|s__Coprococcus_catus.t__SGB4670	0.2564112627
K00014|s__Dorea_sp_AF24_7LB.t__SGB4571	0.8096606734
K00014|s__Eggerthella_lenta.t__SGB14809	0.2005292253
K00014|s__Escherichia_coli.t__SGB10068	0.3679055133
K00014|s__Faecalibacterium_prausnitzii.t__SGB15316	0.7191330836
K00014|s__Gordonibacter_pamelaeae.t__SGB14807	0.2043658814
K00014|s__Intestinimonas_butyriciproducens.t__SGB15126	0.1577859349
K00014|s__Ligilactobacillus_salivarius.t__SGB7082	0.406872122
K00014|s__Phocaeicola_vulgatus.t__SGB1814	4.1429765273
K00014|s__Ruminococcus_sp_AF13_28.t__SGB4834	0.1799245941
K00014|s__Ruminococcus_torques.t__SGB4563	0.2698868911
K00014|unclassified	0.0483537726
K00015	3.8065445279
K00015|s__Butyricimonas_virosa.t__SGB1784	0.1420275445
K00015|s__Odoribacter_sp_AF15_53.t__SGB1781	0.7101377225
K00015|s__Phascolarctobacterium_faecium.t__SGB5792	2.9543792609
K00016	14.7306165324
K00016|s__Bifidobacterium_bifidum.t__SGB17256	6.5619755792
K00016|s__Bifidobacterium_longum.t__SGB17248	0.7776319966
K00016|s__Christensenella_minuta.t__SGB14142	0.1851039003
K00016|s__Coprococcus_catus.t__SGB4670	0.500746888
K00016|s__Lactobacillus_johnsonii.t__SGB7041	0.6068156405
K00016|s__Ligilactobacillus_salivarius.t__SGB7082	1.1850194077
K00016|s__Phascolarctobacterium_faecium.t__SGB5792	1.5804966809
K00016|s__Streptococcus_parasanguinis.t__SGB8071	0.1764892796
K00016|s__Streptococcus_salivarius.t__SGB8007_group	2.9640442920999996
K00016|unclassified	0.1922928675
K00018	14.5046600699
K00018|s__Anaerobutyricum_soehngenii.t__SGB4537	0.2209317359
K00018|s__Bacteroides_fragilis.t__SGB1855	0.9914780385
K00018|s__Coprococcus_catus.t__SGB4670	0.4610287292
K00018|s__Eggerthella_lenta.t__SGB14809	0.242257193
K00018|s__Eubacterium_rectale.t__SGB4933	3.5863005158
K00018|s__Gordonibacter_pamelaeae.t__SGB14807	0.0605642983
K00018|s__Lacrimispora_amygdalina.t__SGB4716	0.1044477516
K00018|s__Ligilactobacillus_salivarius.t__SGB7082	0.3813377071
K00018|s__Ruminococcus_torques.t__SGB4563	8.3475602331
K00018|unclassified	0.1087538674
K00020	0.7902009375000001
K00020|s__Coprococcus_catus.t__SGB4670	0.3247875994
K00020|s__Ligilactobacillus_salivarius.t__SGB7082	0.4654133381
K00024	79.5448566261
K00024|s__Akkermansia_muciniphila.t__SGB9228	22.9790370341
K00024|s__Alistipes_finegoldii.t__SGB2301	1.7689762738
K00024|s__Alistipes_provencensis.t__SGB2298	0.7974893038
K00024|s__Alistipes_sp_D31t1_170403_E11.t__SGB2293	0.7684896927
K00024|s__Bacteroides_caccae.t__SGB1877	4.0975915843
K00024|s__Bacteroides_cellulosilyticus.t__SGB1844	1.2983521857
K00024|s__Bacteroides_congonensis.t__SGB1878	0.5537533901
K00024|s__Bacteroides_finegoldii.t__SGB1862	0.2143088272
K00024|s__Bacteroides_fragilis.t__SGB1855	1.429867329
K00024|s__Bacteroides_intestinalis.t__SGB1846	3.0482251203
K00024|s__Bacteroides_nordii.t__SGB1858	0.7926438454
K00024|s__Bacteroides_ovatus.t__SGB1871	0.9632415042
K00024|s__Bacteroides_stercoris.t__SGB1830	15.9681670879
K00024|s__Bacteroides_thetaiotaomicron.t__SGB1861	1.5387526845
K00024|s__Bacteroides_uniformis.t__SGB1836	10.9596845107
K00024|s__Bacteroides_xylanisolvens.t__SGB1867	4.5462004577
K00024|s__Escherichia_coli.t__SGB10068	0.5304359236
K00024|s__Parabacteroides_distasonis.t__SGB1934	0.7460177369
K00024|s__Parabacteroides_goldsteinii.t__SGB1941	0.0310840724
K00024|s__Parabacteroides_merdae.t__SGB1949	1.6163717632
K00024|s__Phocaeicola_vulgatus.t__SGB1814	4.5227325297
K00024|unclassified	0.3734337688
K00027	4.1669478266
K00027|s__Anaerostipes_hadrus.t__SGB4540_group	0.2450265347
K00027|s__Escherichia_coli.t__SGB10068	0.2641036006
K00027|s__Megasphaera_sp_NM10.t__SGB5858	0.7807587589
K00027|s__Phascolarctobacterium_faecium.t__SGB5792	2.3094773732
K00027|unclassified	0.5675815592
K00029	15.993533923200001
K00029|s__Akkermansia_muciniphila.t__SGB9228	7.8932039924
K00029|s__Alistipes_provencensis.t__SGB2298	1.1214293052
K00029|s__Alistipes_sp_D31t1_170403_E11.t__SGB2293	0.727545308
K00029|s__Bacteroides_congonensis.t__SGB1878	3.2272729975
K00029|s__Bacteroides_uniformis.t__SGB1836	2.6597160198
K00029|s__Escherichia_coli.t__SGB10068	0.3643663002
K00030	0.5129867162
K00030|s__Eggerthella_lenta.t__SGB14809	0.5129867162
K00031	9.2416045229
K00031|s__Acidaminococcus_massiliensis.t__SGB5742	0.0703606167
K00031|s__Bacteroides_cellulosilyticus.t__SGB1844	0.4929933878
K00031|s__Bacteroides_congonensis.t__SGB1878	0.3450953714
K00031|s__Bacteroides_intestinalis.t__SGB1846	0.1478980163
K00031|s__Bifidobacterium_adolescentis.t__SGB17244_group	0.080479331
K00031|s__Bifidobacterium_bifidum.t__SGB17256	3.334143714
K00031|s__Bifidobacterium_longum.t__SGB17248	0.6093435063
K00031|s__Coprococcus_catus.t__SGB4670	0.3255616712
K00031|s__Eggerthella_lenta.t__SGB14809	0.1882612224
K00031|s__Escherichia_coli.t__SGB10068	0.3687341777
K00031|s__Eubacterium_rectale.t__SGB4933	2.9417042227
K00031|s__Gordonibacter_pamelaeae.t__SGB14807	0.0935471324
K00031|s__Intestinimonas_butyriciproducens.t__SGB15126	0.2434821529
K00033	17.9493972358
K00033|s__Bacteroides_caccae.t__SGB1877	2.7863228397
K00033|s__Bacteroides_cellulosilyticus.t__SGB1844	0.4786343571
K00033|s__Bacteroides_congonensis.t__SGB1878	0.2956141163
K00033|s__Bacteroides_finegoldii.t__SGB1862	0.0371509712
K00033|s__Bacteroides_fragilis.t__SGB1855	0.8916233087
K00033|s__Bacteroides_intestinalis.t__SGB1846	0.4878388639
K00033|s__Bacteroides_ovatus.t__SGB1871	0.2862080626
K00033|s__Bacteroides_thetaiotaomicron.t__SGB1861	0.8916233087
K00033|s__Bacteroides_xylanisolvens.t__SGB1867	2.7027331545
K00033|s__Bifidobacterium_adolescentis.t__SGB17244_group	0.2085741256
K00033|s__Escherichia_coli.t__SGB10068	0.1567546543
K00033|s__Ligilactobacillus_salivarius.t__SGB7082	0.571221718
K00033|s__Megasphaera_sp_NM10.t__SGB5858	0.3120211315
K00033|s__Odoribacter_splanchnicus.t__SGB1790	7.8430766237
K00036	16.5000685363
K00036|s__Bacteroides_caccae.t__SGB1877	3.1360669883
K00036|s__Bacteroides_cellulosilyticus.t__SGB1844	0.3773847815
K00036|s__Bacteroides_congonensis.t__SGB1878	0.1097166293
K00036|s__Bacteroides_finegoldii.t__SGB1862	0.0365722098
