# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210363
K00041|s__Phocaeicola_massiliensis.t__SGB1812	0.0469067426
K00041|s__Phocaeicola_vulgatus.t__SGB1814	1.2942046248
K00041|unclassified	0.1141621493
K00042	25.0710933581
K00042|s__Escherichia_coli.t__SGB10068	15.044935173999999
K00042|s__Klebsiella_pneumoniae.t__SGB10115	10.0261581841
K00045	0.2181523122
K00045|s__Bacteroides_ovatus.t__SGB1871	0.2181523122
K00046	4.9828119144
K00046|s__Bacteroides_ovatus.t__SGB1871	0.4096283474
K00046|s__Bacteroides_stercoris.t__SGB1830	0.0579829781
K00046|s__Bacteroides_uniformis.t__SGB1836	0.2979115254
K00046|s__Escherichia_coli.t__SGB10068	1.9798300438
K00046|s__Lacrimispora_amygdalina.t__SGB4716	0.074820571
K00046|s__Parabacteroides_merdae.t__SGB1949	0.1517356525
K00046|s__Phocaeicola_dorei.t__SGB1815	0.7447788134
K00046|s__Phocaeicola_massiliensis.t__SGB1812	0.8751151058
K00046|s__Phocaeicola_vulgatus.t__SGB1814	0.391008877
K00048	13.4456536092
K00048|s__Bifidobacterium_longum.t__SGB17248	2.8939075081
K00048|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	3.2586857654
K00048|s__Escherichia_coli.t__SGB10068	7.2930603357
K00052	40.339270169100004
K00052|s__Anaerobutyricum_hallii.t__SGB4532	2.0630931317
K00052|s__Anaerobutyricum_soehngenii.t__SGB4537	0.7312228821
K00052|s__Anaerostipes_hadrus.t__SGB4540_group	2.420928571
K00052|s__Bacteroides_ovatus.t__SGB1871	0.1602946734
K00052|s__Bacteroides_stercoris.t__SGB1830	0.0804115587
K00052|s__Bacteroides_uniformis.t__SGB1836	0.1870104523
K00052|s__Bifidobacterium_longum.t__SGB17248	3.8121618792
K00052|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	4.2521067317
K00052|s__Coprococcus_catus.t__SGB4670	0.3762519564
K00052|s__Escherichia_coli.t__SGB10068	11.523240705500001
K00052|s__Klebsiella_pneumoniae.t__SGB10115	8.2641423241
K00052|s__Lacrimispora_amygdalina.t__SGB4716	0.1697481691
K00052|s__Parabacteroides_distasonis.t__SGB1934	0.2003683418
K00052|s__Parabacteroides_merdae.t__SGB1949	0.147421191
K00052|s__Phascolarctobacterium_faecium.t__SGB5792	0.1789444581
K00052|s__Phocaeicola_dorei.t__SGB1815	0.3339472363
K00052|s__Phocaeicola_massiliensis.t__SGB1812	0.1202210051
K00052|s__Phocaeicola_vulgatus.t__SGB1814	1.4560099503
K00052|s__Streptococcus_parasanguinis.t__SGB8071	0.2880886552
K00052|s__Streptococcus_salivarius.t__SGB8007_group	3.3884713254
K00052|s__Veillonella_parvula.t__SGB6939	0.1851849707
K00053	44.7620038592
K00053|s__Anaerobutyricum_hallii.t__SGB4532	0.6860986228
K00053|s__Anaerobutyricum_soehngenii.t__SGB4537	0.4200603813
K00053|s__Anaerostipes_hadrus.t__SGB4540_group	2.3183171158
K00053|s__Bacteroides_ovatus.t__SGB1871	0.2725307949
K00053|s__Bacteroides_stercoris.t__SGB1830	0.0817592385
K00053|s__Bacteroides_uniformis.t__SGB1836	0.2316511756
K00053|s__Bifidobacterium_longum.t__SGB17248	5.5852231978999995
K00053|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	1.2816333425
K00053|s__Blautia_stercoris.t__SGB4788	0.1583864035
K00053|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	0.1120161017
K00053|s__Escherichia_coli.t__SGB10068	12.7379355328
K00053|s__Eubacterium_ramulus.t__SGB4960	0.6440925846
K00053|s__Faecalibacterium_prausnitzii.t__SGB15316	0.2660382415
K00053|s__Faecalibacterium_prausnitzii.t__SGB15318	0.2380342161
K00053|s__Gemmiger_formicilis.t__SGB15300	1.4282052964
K00053|s__Klebsiella_pneumoniae.t__SGB10115	8.6941911089
K00053|s__Lachnospira_pectinoschiza.t__SGB5075	0.2224994859
K00053|s__Parabacteroides_distasonis.t__SGB1934	0.3303589996
K00053|s__Phascolarctobacterium_faecium.t__SGB5792	0.0577997776
K00053|s__Phocaeicola_dorei.t__SGB1815	0.1635184769
K00053|s__Phocaeicola_massiliensis.t__SGB1812	0.1498919372
K00053|s__Phocaeicola_vulgatus.t__SGB1814	1.5806786102
K00053|s__Streptococcus_parasanguinis.t__SGB8071	1.5767964495000002
K00053|s__Streptococcus_salivarius.t__SGB8007_group	5.5242867677
K00054	4.105267811799999
K00054|s__Fructilactobacillus_sanfranciscensis.t__SGB7164	2.1573714817
K00054|s__Streptococcus_parasanguinis.t__SGB8071	0.875836769
K00054|s__Streptococcus_salivarius.t__SGB8007_group	0.9122379856
K00054|unclassified	0.1598215755
K00057	170.050256032
K00057|s__Anaerobutyricum_hallii.t__SGB4532	2.0169382144
K00057|s__Anaerobutyricum_soehngenii.t__SGB4537	1.4768041268999998
K00057|s__Anaerostipes_hadrus.t__SGB4540_group	2.1171261149
K00057|s__Bacteroides_ovatus.t__SGB1871	0.3123302615
K00057|s__Bacteroides_stercoris.t__SGB1830	0.2825845223
K00057|s__Bacteroides_uniformis.t__SGB1836	0.2303802233
K00057|s__Bifidobacterium_longum.t__SGB17248	3.3313135583
K00057|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	5.1509121789
K00057|s__Coprococcus_catus.t__SGB4670	0.1056562766
K00057|s__Escherichia_coli.t__SGB10068	12.3635539556
K00057|s__Eubacterium_rectale.t__SGB4933	120.0906600287
K00057|s__Faecalibacterium_prausnitzii.t__SGB15316	0.0973435251
K00057|s__Faecalibacterium_prausnitzii.t__SGB15318	0.0970116721
K00057|s__Fructilactobacillus_sanfranciscensis.t__SGB7164	2.0935106076
K00057|s__Klebsiella_pneumoniae.t__SGB10115	9.9830858052
K00057|s__Lacrimispora_amygdalina.t__SGB4716	0.0993833195
K00057|s__Streptococcus_equinus.t__SGB8022	0.0983528473
K00057|s__Streptococcus_parasanguinis.t__SGB8071	1.1099821342
K00057|s__Streptococcus_salivarius.t__SGB8007_group	5.5257645488
K00057|s__Weissella_confusa.t__SGB7115	3.2904729867
K00057|unclassified	0.17708912400000001
K00058	31.634758655000002
K00058|s__Anaerostipes_hadrus.t__SGB4540_group	4.8565862631
K00058|s__Bacteroides_ovatus.t__SGB1871	0.157976076
K00058|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	4.4907292464
K00058|s__Clostridiaceae_bacterium.t__SGB4721	0.2217409649
K00058|s__Coprococcus_catus.t__SGB4670	0.1084602546
K00058|s__Escherichia_coli.t__SGB10068	9.1130731067
K00058|s__Eubacterium_sulci.t__SGB3934_group	0.0841086419
K00058|s__Klebsiella_pneumoniae.t__SGB10115	12.1402738123
K00058|s__Lacrimispora_amygdalina.t__SGB4716	0.2078821546
K00058|s__Phascolarctobacterium_faecium.t__SGB5792	0.1881532732
K00058|unclassified	0.0657748613
K00059	47.9297241484
K00059|s__Anaerostipes_hadrus.t__SGB4540_group	3.9102501177
K00059|s__Bacteroides_ovatus.t__SGB1871	0.8271620783
K00059|s__Bacteroides_stercoris.t__SGB1830	0.1835481231
K00059|s__Bacteroides_uniformis.t__SGB1836	0.3670962462
K00059|s__Bifidobacterium_longum.t__SGB17248	2.9675694283
K00059|s__Clostridiaceae_bacterium_Marseille_Q3526.t__SGB4703	2.3161682301
K00059|s__Coprococcus_catus.t__SGB4670	0.3291124147
K00059|s__Escherichia_coli.t__SGB10068	7.4506833557
K00059|s__Eubacterium_sulci.t__SGB3934_group	0.1268189227
K00059|s__Fructilactobacillus_sanfranciscensis.t__SGB7164	2.6917621376
K00059|s__Klebsiella_pneumoniae.t__SGB10115	20.1261571711
K00059|s__Phocaeicola_dorei.t__SGB1815	0.0815769436
K00059|s__Phocaeicola_massiliensis.t__SGB1812	0.1835481231
K00059|s__Phocaeicola_vulgatus.t__SGB1814	1.6315388722
K00059|s__Streptococcus_equinus.t__SGB8022	0.1343144611
K00059|s__Streptococcus_parasanguinis.t__SGB8071	0.4656560263
K00059|s__Weissella_confusa.t__SGB7115	3.5065546801
K00059|unclassified	0.6302068164
K00060	21.6378383232
K00060|s__Escherichia_coli.t__SGB10068	12.251393816
K00060|s__Klebsiella_pneumoniae.t__SGB10115	9.3864445072
K00065	18.3804934772
K00065|s__Escherichia_coli.t__SGB10068	10.1863386162
K00065|s__Klebsiella_pneumoniae.t__SGB10115	8.1371662859
K00065|unclassified	0.056988575
K00067	4.5088059828
K00067|s__Anaerostipes_hadrus.t__SGB4540_group	2.9045839449
K00067|s__Clostridiaceae_bacterium_Marseille_Q3526.t__SGB4703	0.9098696695
K00067|unclassified	0.6943523684
K00068	12.3505522068
K00068|s__Anaerobutyricum_hallii.t__SGB4532	2.3194377004
K00068|s__Anaerobutyricum_soehngenii.t__SGB4537	1.1597188502
K00068|s__Escherichia_coli.t__SGB10068	8.8713956562
K00073	4.1277212714000004
K00073|s__Anaerobutyricum_soehngenii.t__SGB4537	1.0686311562
K00073|s__Escherichia_coli.t__SGB10068	3.0590901152
K00074	144.3172590464
K00074|s__Anaerobutyricum_hallii.t__SGB4532	2.2944253243
K00074|s__Anaerobutyricum_soehngenii.t__SGB4537	1.359005769
K00074|s__Anaerostipes_hadrus.t__SGB4540_group	1.9590862384
K00074|s__Clostridiaceae_bacterium.t__SGB4721	0.0882471279
K00074|s__Coprococcus_catus.t__SGB4670	0.7794185131
K00074|s__Escherichia_coli.t__SGB10068	1.9865043493
K00074|s__Eubacterium_rectale.t__SGB4933	126.6565179059
K00074|s__Eubacterium_ventriosum.t__SGB5045	0.6569535493
K00074|s__Faecalibacterium_prausnitzii.t__SGB15316	0.1010697768
K00074|s__Faecalibacterium_prausnitzii.t__SGB15318	0.2526744421
K00074|s__Klebsiella_pneumoniae.t__SGB10115	6.198232918
K00074|s__Lacrimispora_amygdalina.t__SGB4716	0.0882471279
K00074|s__Roseburia_faecis.t__SGB4925	0.8422481402
K00074|s__Roseburia_hominis.t__SGB4936	0.0673798512
K00074|s__Roseburia_inulinivorans.t__SGB4940	0.7580233262
K00074|unclassified	0.2292246869
K00075	171.5560158601
K00075|s__Anaerostipes_hadrus.t__SGB4540_group	4.0599020088
K00075|s__Bacteroides_ovatus.t__SGB1871	0.3178987767
K00075|s__Bifidobacterium_longum.t__SGB17248	2.8021975476
K00075|s__Collinsella_aerofaciens.t__SGB14535_group	7.3846263802
K00075|s__Coprococcus_catus.t__SGB4670	0.3647624455
K00075|s__Escherichia_coli.t__SGB10068	10.1030727135
K00075|s__Eubacterium_rectale.t__SGB4933	138.9354722656
K00075|s__Eubacterium_sulci.t__SGB3934_group	0.0660121952
K00075|s__Faecalibacterium_prausnitzii.t__SGB15316	0.1080636348
K00075|s__Fructilactobacillus_sanfranciscensis.t__SGB7164	1.251669394
K00075|s__Lacrimispora_amygdalina.t__SGB4716	0.084575264
K00075|s__Phocaeicola_dorei.t__SGB1815	0.3638351154
K00075|s__Phocaeicola_vulgatus.t__SGB1814	1.630016134
K00075|s__Streptococcus_parasanguinis.t__SGB8071	0.228262758
K00075|s__Streptococcus_salivarius.t__SGB8007_group	3.4452193685
K00075|s__Veillonella_parvula.t__SGB6939	0.2186178527
K00075|unclassified	0.1918120056
K00076	2.0490441345
K00076|s__Escherichia_coli.t__SGB10068	2.0490441345
K00077	23.9587143909
K00077|s__Bacteroides_ovatus.t__SGB1871	0.3013254985
K00077|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	0.1567577515
K00077|s__Coprococcus_catus.t__SGB4670	0.4203933271
K00077|s__Escherichia_coli.t__SGB10068	9.3825780498
K00077|s__Faecalibacterium_prausnitzii.t__SGB15316	0.9452909932
K00077|s__Faecalibacterium_prausnitzii.t__SGB15318	0.5486521304
K00077|s__Fusicatenibacter_saccharivorans.t__SGB4874	0.1567577515
K00077|s__Gemmiger_formicilis.t__SGB15300	0.3918943789
K00077|s__Klebsiella_pneumoniae.t__SGB10115	7.1148413846
K00077|s__Streptococcus_parasanguinis.t__SGB8071	0.6843003593
K00077|s__Streptococcus_salivarius.t__SGB8007_group	3.0869549541
K00077|unclassified	0.7689678119
K00087	3.0002909866999996
K00087|s__Coprococcus_catus.t__SGB4670	0.0968821506
K00087|s__Escherichia_coli.t__SGB10068	2.7126896079
K00087|unclassified	0.1907192283
K00088	37.6647758833
K00088|s__Anaerobutyricum_hallii.t__SGB4532	1.9281083134
K00088|s__Anaerobutyricum_soehngenii.t__SGB4537	0.5803044438
K00088|s__Anaerostipes_hadrus.t__SGB4540_group	2.4990530082
K00088|s__Bifidobacterium_longum.t__SGB17248	4.2309910537
K00088|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	3.8431776844
K00088|s__Clostridiaceae_bacterium.t__SGB4721	0.0560294934
K00088|s__Coprococcus_catus.t__SGB4670	0.0840442401
K00088|s__Escherichia_coli.t__SGB10068	8.7443134837
K00088|s__Fructilactobacillus_sanfranciscensis.t__SGB7164	2.3083054899
K00088|s__Klebsiella_pneumoniae.t__SGB10115	7.0694653607
K00088|s__Lachnospira_pectinoschiza.t__SGB5075	0.130137609
K00088|s__Lacrimispora_amygdalina.t__SGB4716	0.0373529956
K00088|s__Streptococcus_equinus.t__SGB8022	0.1097892249
K00088|s__Streptococcus_parasanguinis.t__SGB8071	0.6129898392
K00088|s__Streptococcus_salivarius.t__SGB8007_group	5.169242674
K00088|s__Veillonella_parvula.t__SGB6939	0.2614709693
K00090	23.5633299035
K00090|s__Escherichia_coli.t__SGB10068	11.7380432088
