# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210357
K00029|s__Bacteroides_uniformis.t__SGB1836	0.0802229492
K00029|s__Escherichia_coli.t__SGB10068	1.5843185444
K00030	0.151712984
K00030|s__Eggerthella_lenta.t__SGB14809	0.151712984
K00031	62.2135196338
K00031|s__Bifidobacterium_bifidum.t__SGB17256	4.9506739413
K00031|s__Bifidobacterium_longum.t__SGB17248	24.0460075596
K00031|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	4.2655566658
K00031|s__Coprococcus_catus.t__SGB4670	0.1452842656
K00031|s__Eggerthella_lenta.t__SGB14809	0.0844437765
K00031|s__Escherichia_coli.t__SGB10068	1.1072271477
K00031|s__Eubacterium_rectale.t__SGB4933	27.4025869974
K00031|s__Roseburia_faecis.t__SGB4925	0.2117392799
K00033	12.7121794707
K00033|s__Bacteroides_caccae.t__SGB1877	0.0892440847
K00033|s__Bacteroides_ovatus.t__SGB1871	0.4642219137
K00033|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	10.9816213119
K00033|s__Escherichia_coli.t__SGB10068	1.1770921604
K00036	43.5186974601
K00036|s__Bacteroides_caccae.t__SGB1877	0.0351520935
K00036|s__Bacteroides_ovatus.t__SGB1871	0.4394011685
K00036|s__Bifidobacterium_longum.t__SGB17248	39.6125332092
K00036|s__Escherichia_coli.t__SGB10068	1.3301372041
K00036|s__Parabacteroides_distasonis.t__SGB1934	0.7370204486
K00036|s__Phocaeicola_vulgatus.t__SGB1814	1.1149416943
K00036|s__Streptococcus_rubneri.t__SGB8056	0.1887491393
K00036|unclassified	0.0607625026
K00040	0.8667991831
K00040|s__Escherichia_coli.t__SGB10068	0.8667991831
K00041	2.8283746704
K00041|s__Bacteroides_caccae.t__SGB1877	0.0400549637
K00041|s__Bacteroides_ovatus.t__SGB1871	0.3028090097
K00041|s__Bacteroides_uniformis.t__SGB1836	0.0091125042
K00041|s__Escherichia_coli.t__SGB10068	1.3000879024
K00041|s__Phocaeicola_vulgatus.t__SGB1814	0.8350187844
K00041|unclassified	0.341291506
K00042	3.0197821042
K00042|s__Escherichia_coli.t__SGB10068	2.9716898149
K00042|unclassified	0.0480922892
K00045	0.2320816666
K00045|s__Bacteroides_ovatus.t__SGB1871	0.2320816666
K00046	3.7614406046999997
K00046|s__Bacteroides_caccae.t__SGB1877	0.1085153176
K00046|s__Bacteroides_ovatus.t__SGB1871	0.5606624742
K00046|s__Bacteroides_stercoris.t__SGB1830	0.0563213415
K00046|s__Bacteroides_uniformis.t__SGB1836	0.3617177253
K00046|s__Escherichia_coli.t__SGB10068	0.1923093426
K00046|s__Lacrimispora_amygdalina.t__SGB4716	0.890286073
K00046|s__Parabacteroides_merdae.t__SGB1949	0.1658107302
K00046|s__Phocaeicola_vulgatus.t__SGB1814	1.1213249483
K00046|unclassified	0.3044926521
K00048	50.0216937887
K00048|s__Bifidobacterium_bifidum.t__SGB17256	7.2046020503
K00048|s__Bifidobacterium_longum.t__SGB17248	36.36557141
K00048|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	5.5156661438
K00048|s__Escherichia_coli.t__SGB10068	0.9358541847
K00052	52.8708218598
K00052|s__Anaerobutyricum_hallii.t__SGB4532	1.8771368462
K00052|s__Anaerobutyricum_soehngenii.t__SGB4537	0.1014668566
K00052|s__Anaerostipes_hadrus.t__SGB4540_group	1.9596260436
K00052|s__Bacteroides_caccae.t__SGB1877	0.0129750882
K00052|s__Bacteroides_ovatus.t__SGB1871	0.2076014108
K00052|s__Bacteroides_stercoris.t__SGB1830	0.0650893159
K00052|s__Bacteroides_uniformis.t__SGB1836	0.2724768516
K00052|s__Bifidobacterium_longum.t__SGB17248	34.7069795975
K00052|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	6.7730833029
K00052|s__Eggerthella_lenta.t__SGB14809	0.1479241062
K00052|s__Escherichia_coli.t__SGB10068	1.1934191651
K00052|s__Lacrimispora_amygdalina.t__SGB4716	0.8878349948
K00052|s__Parabacteroides_distasonis.t__SGB1934	0.5709038796
K00052|s__Parabacteroides_merdae.t__SGB1949	0.273375127
K00052|s__Phascolarctobacterium_faecium.t__SGB5792	1.1766032553
K00052|s__Phocaeicola_vulgatus.t__SGB1814	1.34940917
K00052|s__Streptococcus_rubneri.t__SGB8056	0.1599044612
K00052|s__Streptococcus_salivarius.t__SGB8007_group	0.8394984214
K00052|s__Veillonella_parvula.t__SGB6939	0.1156358997
K00052|s__Veillonella_rogosae.t__SGB6956	0.1156358997
K00052|s__Veillonella_tobetsuensis.t__SGB6935	0.0642421665
K00053	135.2531048447
K00053|s__Anaerobutyricum_hallii.t__SGB4532	0.7344406396
K00053|s__Anaerobutyricum_soehngenii.t__SGB4537	0.1088060207
K00053|s__Anaerostipes_hadrus.t__SGB4540_group	1.8287998126
K00053|s__Bacteroides_caccae.t__SGB1877	0.1564895047
K00053|s__Bacteroides_ovatus.t__SGB1871	0.4500253487
K00053|s__Bacteroides_stercoris.t__SGB1830	0.039708119
K00053|s__Bacteroides_uniformis.t__SGB1836	0.0926522777
K00053|s__Bifidobacterium_bifidum.t__SGB17256	19.276373721200002
K00053|s__Bifidobacterium_longum.t__SGB17248	63.254373983099995
K00053|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	4.2457818393
K00053|s__Blautia_stercoris.t__SGB4788	0.083916804
K00053|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	2.9377625586
K00053|s__Escherichia_coli.t__SGB10068	2.0353777351
K00053|s__Eubacterium_ramulus.t__SGB4960	0.0408022578
K00053|s__Faecalibacterium_prausnitzii.t__SGB15316	21.7612041375
K00053|s__Faecalibacterium_prausnitzii.t__SGB15332	0.1088060207
K00053|s__Faecalibacterium_prausnitzii.t__SGB15342	0.2584142991
K00053|s__Gemmiger_formicilis.t__SGB15300	12.6759014101
K00053|s__Lacrimispora_amygdalina.t__SGB4716	0.6847546533
K00053|s__Parabacteroides_distasonis.t__SGB1934	0.6417835938
K00053|s__Phascolarctobacterium_faecium.t__SGB5792	1.2912979931
K00053|s__Phocaeicola_vulgatus.t__SGB1814	0.8206344594
K00053|s__Streptococcus_parasanguinis.t__SGB8071	0.162648817
K00053|s__Streptococcus_rubneri.t__SGB8056	0.4337301786
K00053|s__Streptococcus_salivarius.t__SGB8007_group	1.016555106
K00053|unclassified	0.1120635541
K00054	0.2425285964
K00054|unclassified	0.2425285964
K00057	110.9622211188
K00057|s__Anaerobutyricum_hallii.t__SGB4532	1.8546652224
K00057|s__Anaerobutyricum_soehngenii.t__SGB4537	0.27718830120000004
K00057|s__Anaerostipes_hadrus.t__SGB4540_group	4.0962594536
K00057|s__Bacteroides_caccae.t__SGB1877	0.055944536
K00057|s__Bacteroides_ovatus.t__SGB1871	0.3900596324
K00057|s__Bacteroides_stercoris.t__SGB1830	0.0866799183
K00057|s__Bacteroides_uniformis.t__SGB1836	0.111889072
K00057|s__Bifidobacterium_longum.t__SGB17248	38.8023890663
K00057|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	9.7278662831
K00057|s__Escherichia_coli.t__SGB10068	2.135333789
K00057|s__Eubacterium_rectale.t__SGB4933	29.2297944064
K00057|s__Faecalibacterium_prausnitzii.t__SGB15316	21.6123247477
K00057|s__Lacrimispora_amygdalina.t__SGB4716	0.7584913302
K00057|s__Streptococcus_parasanguinis.t__SGB8071	0.1774208773
K00057|s__Streptococcus_rubneri.t__SGB8056	0.5186306136
K00057|s__Streptococcus_salivarius.t__SGB8007_group	1.0436632422
K00057|s__Veillonella_parvula.t__SGB6939	0.0836206271
K00058	17.2055414813
K00058|s__Anaerostipes_hadrus.t__SGB4540_group	3.1295689861
K00058|s__Bacteroides_caccae.t__SGB1877	0.1534489055
K00058|s__Bacteroides_ovatus.t__SGB1871	0.3222427015
K00058|s__Bifidobacterium_pseudocatenulatum.t__SGB17237	6.4923341288
K00058|s__Dorea_formicigenerans.t__SGB4575	1.7535575579
K00058|s__Escherichia_coli.t__SGB10068	1.8140944773
K00058|s__Lacrimispora_amygdalina.t__SGB4716	0.8884691627
K00058|s__Phascolarctobacterium_faecium.t__SGB5792	1.3208657958
K00058|s__Ruminococcus_torques.t__SGB4563	1.0911024805
K00058|unclassified	0.2398572852
K00059	52.2916333425
K00059|s__Anaerostipes_hadrus.t__SGB4540_group	3.1206773594
K00059|s__Bacteroides_caccae.t__SGB1877	0.1386685427
K00059|s__Bacteroides_ovatus.t__SGB1871	1.3265046453
K00059|s__Bacteroides_stercoris.t__SGB1830	0.0396195836
K00059|s__Bacteroides_uniformis.t__SGB1836	0.1584783345
K00059|s__Bifidobacterium_longum.t__SGB17248	41.0033518784
K00059|s__Clostridiaceae_bacterium_AF18_31LB.t__SGB4767	0.0396195836
K00059|s__Clostridium_sp_AM33_3.t__SGB4711	0.9508700069
K00059|s__Coprococcus_catus.t__SGB4670	0.35930051939999996
K00059|s__Escherichia_coli.t__SGB10068	1.4697036018
K00059|s__Phascolarctobacterium_faecium.t__SGB5792	1.413586791
K00059|s__Phocaeicola_vulgatus.t__SGB1814	1.2876364676
K00059|s__Streptococcus_parasanguinis.t__SGB8071	0.1723091709
K00059|s__Streptococcus_rubneri.t__SGB8056	0.409234281
K00059|unclassified	0.4020725764
K00060	1.4318165145
K00060|s__Escherichia_coli.t__SGB10068	1.4318165145
K00065	1.5832398735
K00065|s__Escherichia_coli.t__SGB10068	1.5460039807
K00065|unclassified	0.0372358928
K00067	39.3083570538
K00067|s__Anaerostipes_hadrus.t__SGB4540_group	1.97154324
K00067|s__Bacteroides_caccae.t__SGB1877	0.1861554436
K00067|s__Bifidobacterium_longum.t__SGB17248	20.4559285344
K00067|s__Escherichia_coli.t__SGB10068	0.1892877044
K00067|s__Faecalibacterium_prausnitzii.t__SGB15316	16.1972474803
K00067|unclassified	0.3081946511
K00068	5.178788347699999
K00068|s__Anaerobutyricum_hallii.t__SGB4532	1.8532485602
K00068|s__Anaerobutyricum_soehngenii.t__SGB4537	0.1998601388
K00068|s__Anaerostipes_hadrus.t__SGB4540_group	1.1544326951
K00068|s__Escherichia_coli.t__SGB10068	1.9712469536
K00073	1.551393645
K00073|s__Escherichia_coli.t__SGB10068	1.551393645
K00074	57.761648449300004
K00074|s__Anaerobutyricum_hallii.t__SGB4532	0.7200328959
K00074|s__Anaerobutyricum_soehngenii.t__SGB4537	1.2514857477
K00074|s__Anaerostipes_hadrus.t__SGB4540_group	2.8972752242
K00074|s__Coprococcus_catus.t__SGB4670	0.41297606379999996
K00074|s__Coprococcus_comes.t__SGB4577	2.061641151
K00074|s__Dorea_formicigenerans.t__SGB4575	0.2271884617
K00074|s__Escherichia_coli.t__SGB10068	1.1807855971
K00074|s__Eubacterium_rectale.t__SGB4933	26.1297327132
K00074|s__Eubacterium_sp_AF34_35BH.t__SGB5051	0.1472600822
K00074|s__Faecalibacterium_prausnitzii.t__SGB15316	16.9346850067
K00074|s__Faecalibacterium_prausnitzii.t__SGB15332	0.1799845449
K00074|s__Faecalibacterium_prausnitzii.t__SGB15342	0.1308978509
K00074|s__Lacrimispora_amygdalina.t__SGB4716	0.7324631904000001
K00074|s__Roseburia_faecis.t__SGB4925	1.0471828068
K00074|s__Roseburia_hominis.t__SGB4936	0.0327244627
K00074|s__Roseburia_inulinivorans.t__SGB4940	0.0327244627
K00074|s__Ruminococcus_sp_AF13_28.t__SGB4834	2.7911725293
K00074|s__Ruminococcus_torques.t__SGB4563	0.5841989015
K00074|unclassified	0.2672367564
K00075	105.8763770187
K00075|s__Anaerostipes_hadrus.t__SGB4540_group	3.4915279375
K00075|s__Bacteroides_ovatus.t__SGB1871	0.2386094118
K00075|s__Bifidobacterium_bifidum.t__SGB17256	10.5016054875
K00075|s__Bifidobacterium_longum.t__SGB17248	37.4232299288
K00075|s__Coprococcus_catus.t__SGB4670	0.1848570429
K00075|s__Escherichia_coli.t__SGB10068	1.6557834395
K00075|s__Eubacterium_rectale.t__SGB4933	30.2945423824
K00075|s__Faecalibacterium_prausnitzii.t__SGB15316	17.3495159699
K00075|s__Lacrimispora_amygdalina.t__SGB4716	0.8379459509
K00075|s__Phascolarctobacterium_faecium.t__SGB5792	1.3089695612
K00075|s__Phocaeicola_vulgatus.t__SGB1814	1.1733164758
K00075|s__Streptococcus_rubneri.t__SGB8056	0.3142242839
K00075|s__Streptococcus_salivarius.t__SGB8007_group	0.7541382813
K00075|s__Veillonella_parvula.t__SGB6939	0.1516806082
K00075|s__Veillonella_rogosae.t__SGB6956	0.0604400791
K00075|s__Veillonella_tobetsuensis.t__SGB6935	0.135990178
K00076	1.3588718041
K00076|s__Escherichia_coli.t__SGB10068	1.3588718041
K00077	65.7837815914
K00077|s__Bacteroides_caccae.t__SGB1877	0.0621035675
K00077|s__Bacteroides_ovatus.t__SGB1871	0.5083568681
K00077|s__Blautia_sp_Marseille_P3087.t__SGB4813	0.1227591244
K00077|s__Candidatus_Cibionibacter_quicibialis.t__SGB15286	2.4667010172
K00077|s__Coprococcus_catus.t__SGB4670	0.5274102158
K00077|s__Escherichia_coli.t__SGB10068	1.5370632958
K00077|s__Faecalibacterium_prausnitzii.t__SGB15316	50.371437236800006
K00077|s__Faecalibacterium_prausnitzii.t__SGB15332	2.025131082
K00077|s__Faecalibacterium_prausnitzii.t__SGB15342	0.715647826
K00077|s__Fusicatenibacter_saccharivorans.t__SGB4874	5.3443631003
K00077|s__Gemmiger_formicilis.t__SGB15300	0.7765736205
K00077|s__Streptococcus_parasanguinis.t__SGB8071	0.0295417843
K00077|s__Streptococcus_rubneri.t__SGB8056	0.3397305194
K00077|s__Streptococcus_salivarius.t__SGB8007_group	0.2806469508
K00077|unclassified	0.6763153825
K00087	2.3570254836
K00087|s__Escherichia_coli.t__SGB10068	1.7750089678
K00087|unclassified	0.5820165158
K00088	71.28782096489999
K00088|s__Akkermansia_muciniphila.t__SGB9228	0.1000067617
K00088|s__Anaerobutyricum_hallii.t__SGB4532	1.6819319017
K00088|s__Anaerobutyricum_soehngenii.t__SGB4537	0.1090982855
K00088|s__Anaerostipes_hadrus.t__SGB4540_group	2.1637687187
K00088|s__Bifidobacterium_bifidum.t__SGB17256	3.1946961928
